id,prediction_bert,review_body
107960,negative,horrible time installing this program.  had to change admin code after advise found on a forum.  no usable tutorial.  don't waste your money
130567,negative,"i installed this shortly after getting it, but it doesn't work at all. i click on it and try to open it and it just doesn't work. it was a waste of money."
132598,negation,i bought this with the understanding this software did everything and all i can do is cards i dont like it at all what can i do about this. i wanted to do calendars monthly for work schedules and it doesnt work not happy with this at all
119299,positive,works great and is a lot more user friendly than the last version of suse linux that i tried.
99887,negation,bought this and installed it on an asus laptop. the laptop no longer works and have to have geeks billa comp geek fix it! so it me $50.00 plus geeks bill. wouldn't recommend it to anyone.
64545,positive,after years of using an account found this program to be just as good as going to a cpa at a fraction of the cost.
87897,positive,just like the real slots at the casino. excellent sounds and pictures. it feels like you are at the casino.
131093,multipolarity,"this program is ok, but it doesn't have enough samples as much as ejay. i highly reccomend that you take one of the ejay cds(techno, rave, dance, hip-hop, etc) or take ejay se.<br />thanks<br>danny dyer"
98115,negative,i buy from company and the software don't work with hd-dvd movie and hd-dvd drive.and lost my money on this software.
358,positive,"for being a few years old, it's an excellent tool for editing and making videos/movies. i use it for my youtube channel and i love it!"
27219,negation,"cpu was the problem not just vista, so no overight or assessment."
130296,positive,"great game.  can be a bit buggy, but there are patches availabe (even today) that address many of these issues.  definatley worth the buy!"
112605,positive,this was an outstanding buy. i got it on sale and it is good for up to three computers.
31141,negative,don't be scammed by this software! you can download free programs to do what this claims to do.this is a virus in itself. i'm an it tech so take it as you will.do not buy this! you will be scammed!
131809,negative,"this product is total junk. i bought this not too long ago and realized what a big mistake that was. this software has a funny interface that is not at all user friendly. hard to get around things, totally non-intutive. waste of money."
42028,positive,the title says it all. this is a full version for my wife's mac and it works great.  she has become proficient with it but still has a lot to learn.
132849,multipolarity,graphics okay but the navigation is way too lengthy.  it is way too frustrating when error message comes up and erases all that you have typed/arranged.  would not recommend this product after trying to print a sign for the past hour!
131309,negative,repeat: do not waste your time or money.  this cd-rom has caused me much anger and frustration.  you are better off without even dealing with this software.  it is in desperate need of an update and is difficult to work with.  stay away!
74745,multipolarity,"i used to love this software but not anymore, all of my returns i did this year using this program got held up and even to this day i still haven't received a refund."
58594,negative,"when i got the product key,it came up as the product key being invalid so i couldn't even get it! its a waste of time and money."
34598,positive,"i brought this as a gift for my sister. it is a great game, she loves it."
72475,positive,purchased for a gift.  person who received it is a real slot fan.  have not heard any complaints.  transaction was a great one.
133862,negation,would not buy unless an &quot;upgrade&quot; price is offered.
9615,negative,doesn't have all forms. no stars.
121526,positive,some good and others not so good games. over all its a 3 star game set.
49348,negation,"not as user friendly as previous years. and i had to wait 4 days for updated forms to be downloaded. this was supposed to be ready by the e/o 2013. editing, as usual, is not simple. also no state electronic filing, only federal. i'll mail mine in."
84023,positive,"my daughter has enjoyed these games.  and she can run them herself, which is great.  i love that the cd is not needed every time she plays like others i have tried."
58036,negative,"the quality of the 2 cd's are horrible. i had to stop trying to listen to the first cd in the package, i just could not understand anything because of all the static. i was very disappointed. horrible quality. i would not recommend this seller."
2241,positive,"very good protection for my computers. a little pricy, but seems to work  well."
66992,multipolarity,"it is not worth getting, you are better off ordering the home edition. it doesn't even come with office so no real difference. its only good if you ever need to reinstall windows, but again you could just use the cheaper versions."
112364,negation,i purchased this program for my granddaughter for christmas. it says it is for use on a mac osx g-3 or faster.  it is not compatible for any mac.  i talked to a rep from jumpstart.  check yourself before you order for a mac.
7345,negative,i have been trying to use this program for months now and i still can't figure it out. the reason they have so many tutorials is because it's so user unfriendly. i don't have time for all those. i can't say how much i hate hate hate this program.
112176,negative,corel paintshop photo express 2010 is  very basic program that wasn't what i thought it was.  it doesn't provide the user with enough tools to edit photos the way i had hoped.
107174,neutral,good product. not sure it was worth the $ to move from 2010 to 2011 when considering $ versus feature/function improvements.
122683,negation,"please do not buy this cd/dvd, its old and outdated software is not working on xp or vista, the readme talks about bunch of codes and others manual steps very hard to install and work with. it's not even worth spending a cent on this."
84847,positive,easy to install.  reliable.  have used for years  recommended to my friends  awesome that it can be used on several computers at once  would highly recommend
115877,positive,great program for graphic production and editing.  has all the bells and whistles of a vector-based graphics software needed to perform any action.  the only 'tweak' that would make this program perfect is integrated compatibility with photoshop.
133595,positive,plus! has never been better.  wow - it is cool.  the games are awesome.  what was really hot was the voice recognition to control the media player.  i was blown away at the fish screensaver...  this is one cool product from microsoft.
30422,negative,you can no longer activate this. creative memories is out of business. i don't know why this person is even allowed to sell this. try panstoria.
40134,neutral,i was under the perception that this included a page-extractor.  it may be my fault for misunderstanding or not reading enough before purchasing.
5557,negative,game kept going dark. kept starting over because it wouldnt save progress. waste of money
79493,positive,"although my state provides it's own simple online tax submission, the deluxe version is great with deduction pro, extra form help, and multiple e-files."
63983,multipolarity,"it was ok on my pc and notebook, but could not download on my tablet. very difficult and it never worked."
131055,negative,"the first couple of reviews are most apt.<br />bad product, poor implementation.<br />it's cheap for a reason."
93167,positive,i've had pretty good luck with mcafee products over the years and bought this to protect an older pc of mine and it has worked well.
28665,negation,"i bought this version even though i have sony vegas 9 because it has svideo stabilization. unfortunately, when you render the final product, it's not as clear as the older version would have made it. disappointing..."
100224,negative,this is a really basic educational game that is a pain for my daughter. it will not even download to the computer so she can play the game which means she will always have to rely on the cd in order to play it. she doesn't use it at all.
96238,negative,"i contacted the publisher, and this game will not run on any 64 bit pc. big waste of money. it should be noted in the description."
36038,positive,"works like it always has, i've been buying norton for years, if it didnt do a good job , i wouldnt keep buying it."
110010,negative,"couldn't get it to work right, could have been my mic. don't know for sure but it just didn't work for me."
62679,positive,"i'm very enjoy the software,i use to learn english every day.<br />after learn english,i will buy another language.<br />it's very good product."
15191,positive,excellent product does the job
42282,positive,"easy to use right out of box. thank you for a great product, with great support and instructions. larry payonk"
104360,multipolarity,this is a good software to get if you are looking for medical dictionary but the problem is it does not have audio pronunciation.
70089,multipolarity,"he spends a lot of lessons on explaining the elements organizer and the many ways to use it.  the tutorials on the editor was pretty basic for beginners.  i was hoping for some more advanced lessons, too.  but all in all a good tutorial."
85593,multipolarity,"it works on newer pcs, but not older ones. like ubuntu, it is hard to configure printers and wireless devices to it. i do like the looks, but i guess i have to stay with microsoft."
109541,irony,not very happy. now i have call them and be the mean guy and hate when i have to do that.
42917,negative,"i would still recommend this to people, it's just my disc didn't work. i rated it at one star because i shouldn't have received a bad disc in the first place."
9002,positive,"great softwware, easy to use, good price!"
113697,positive,"prompt shipping , packaged great for shipping saved me $$$$$, will try buying thru amazon agian...keep up the good work"
70544,positive,"my wife & i have played, many of the games.<br />graphics & colors, are great.<br />big verity of games, is large."
45519,negation,computer would not accept the 64bit.  my fault for mot looking<br />when i ordered it.  they kindle accepted the return on this item.
32986,negative,absolutely horrible<br />didn't do anything<br />don't buy please<br />can i return this?
76090,positive,"cheap special price on amazon - used this for my son's simple return and it worked perfectly, quite impressive actually. would recommend for simple returns.  e-file was flawless."
134141,negative,this program is very deceptive. it is only an introduction with two lessons broken down into 11 parts. <br />the company wants you try it and then spend a small fortune on their full length spanish program.
55453,negative,"i spent nearly $80 on this, but was never able to use it because it didn't come with the access code.  i tried to reach out to the company, but never received a response.  what a waste!"
120970,negative,this is the worst software for kids learning spanish- i've gotten much better just off the internet.  please- do not waste your money.
48781,positive,"i am still playing it and even tho i not a great fps player, i am enjoying it immensely. i would say this is an adult game tho. children should not be allowed to have it till they are legal age."
126855,neutral,not exactly what i was looking for or expecting. leaves much to be desired.
56991,positive,i bought this one because the other trend micro did a great job on another computer.  this price was way lower than  what other stores were selling there's for.  basically that is it in a hand basket.  have a good day.
51929,positive,finished my taxes and filed in less than two hours. best prior time was 4 hours. turbo tax loaded quickly on my mac pro and updated in less than 8 minutes. great tax software
91293,negation,"i would never have bought lightroom if i had known i had to use windows 8 with it.<br />several hundred dollars later, my computer is still not working right.<br />please respond."
55562,negative,"i got this software and thought that it looked funny as part of the outside key was scratched off.  when i tried to install it, ms wouldn't let me proceed as the key that came with it was incorrect...don't trust this seller!"
14022,negative,"i have a 64 bit pc. every time i try to use this , it tells me to install the other disc. i thought you said this works for both 32 and 64.... doesn't work...."
86071,positive,good for first time users around the age of 5.  this game got a lot of use and we would purchase this again.
71111,negative,it didn't even work don't buy this product it comes with the disk and the original box but i tried installing it and it gave me errors so this really bad
105048,negation,"this is a program for those who have never and i mean never ever used a real graphics program.  there you can not draw shapes, the text portion just barely works, and the help is useless.  wish i had the money to by photoshop and illustrator."
88643,positive,"the turbo tax from amazon was as expected and for an awesome price.  i have purchased turbo tax 2 years in a row now.  for this price, why stop?"
134262,negative,"i have to watch a damn kodak commercial? nat. geo. shows no class with this piece of garbage. horrible, low res scanned pages - even the text prints out poorly.  this was designed for cheap computers of 5 years  ago.<br />shockingly bad."
107414,negative,the software was not helpful.  it did not cover the subject mater.  it just starts with some advanced topics but doesn't really explain the material.
86760,positive,"i have used turbo tax software for at least 10 years and will do so again, excellent better every year."
102968,negative,"graphics suck , it does not measure up to microsft type age of empire games. so you waste you money if you think you maybe getting that type of game."
29458,negative,i hate it i don't think i can return it. you are better off watching the spanish channel with subtitles.
96598,negation,"this product was labeled as a os10 product, but it does not work. it is not a new program. it works only with classic 9 mac."
103731,multipolarity,i got this because it sounded good but i have a power mac version 10.4.11 and the program is not compatible.
26599,negative,i was lied by nero www side. they are not inform anywhere that program does not make copy of the protected dvds. i've wasted about 50$ for update . do not buy it
71362,negative,i have a previous version on my computer that i have been unable to remove.....and this purchased version will not install over the previous version. too bad the previous version was decent as a parental control.
24689,negation,software does not work as well as i would like it to
108264,positive,"lots of friends recommended this photoshop. i am starting to learn some fun stuff with it, but there is soooo much more to do with this. great product."
96565,negative,"my imac does not work anymore because of this loser! do not purchase any software cds from the person!!!!! if you dont believe, go try it for yourself, but don't say you weren't warned."
125002,negative,"doesn't block any foreign language sites (languages other than english). kids can easily figure this out, then you have no blocker at all."
25783,negative,its junk doesn't do any thing does'r fix anything !!!!!!!
35214,positive,"good product, good seller."
45382,negative,this product is totally worthless.  this usage instructions are of no help at all.  there is no support for the software.<br />this was a complete waste of money and i would not recommend it to anyone.
60590,positive,a friend had this product and it was awesome so i wanted one too. it was shipped to me promptly and i truly appreciated that.
78507,negative,"it doesn't work on any computer build after 2000, so trying to use it with windows 7 is an exercise in futility!!!"
5870,negative,introduced keycode 3 times and didn't work. don't buy these
61293,positive,great antivirus!! it didn´t even slowed my pc. so this is the main feature that allows me to reccomend it...
127243,neutral,"i've had a lot of trouble getting this to run.  when it does, it's ok.  my son likes it.  it teaches good basic skills.  i highly recommend the reader rabbit series.  my son enjoyed the baby, toddler and now the preschool reader rabbits."
24354,positive,why call it plus? it's the standard version; just say it's the cheapest and lowest grade of security mcafee provides. it good enough for the average user. that's about it..
108216,negation,"this is very difficult to navigate.  i bought it used and there weren't instructions.  a game should be logical enough to decipher without directions.  especially a program like this one, duh!"
31914,positive,kids are doing great with it
50633,negative,waste of time and money.  i could never figure out how to play it.  guess i'll pass it on to a youngster who knows how to play these games.  not at all what i expected.
59354,negative,cause we can't use the product cause we don't have anything to put the cd in to download the product
64955,negative,"found that it was not compatible with widows xp.  i think there should have been a statement warning buyers about this.  this probably is a good product as previous versions have been, but i chalk this one up to a bad experience."
105336,negation,"do not purchase quicken 2008. it will not work after april 2011!!!  you can not connect to your bank, download transactions, creditcard statements, or pay bills.  so it's worthless!!!"
13327,positive,"very happy with the customer service i received.  in fact, it actually restored my faith in customer service as generally you get someone who doesn't know anything nor do they care.  this gal took perfect care of me and i am very satisfied."
564,negation,i'll go back to walmart from now on.  had to pay extra to file my state with this form of turbotax.  certainly the old bait and switch.
60604,negation,"although this product might have better if it was up dated version,,nor was it so hard to delete this clearly of my system,,still having residual effects of this product still on my hard drive."
117357,negation,do not purchase this product - it is impossible to install and there is no technical service help - i am still waiting a week later for someone to acknowledge my issue -
133352,positive,"... it scans fairly quick, has simple directions, and sends the pages to claris works. it picks up drawings well and is a really great ocr program."
62610,negation,not optimized for retina.  not nearly as intuitive as photoshop/illustrator.  gui is really different from full photoshop/illustrator.  wasn't really nuts about it.
41373,positive,"i bought this system for a new pc that i built. it arrived ahead of schedule and installed perfectly. i recommend you buy this product, it is the perfect operating system. you will not be disappointed."
96133,negative,"i love seek & find games, and i've bought quite a few. i've never bought one from this company, however. i installed it twice now, and i can not get the program to run without errors. it keeps shutting down on me. a waste of money in my opinion!"
3848,negative,"i was forced to buy the new version (2015) and it's like going back to 1997, it crashes every 10 mins. i don't remember a program doing this for years, it's unbelievable!!"
120578,neutral,"what has been seen of the product is very, very good.  however, probably because our computer has an early version of windows vista, much of it cannot be used.  have you any suggestions for clearing the problem up?"
33300,positive,"great software, easy to use."
99552,positive,"you must do your homework to operate it, but overal it is a good program for beginners, so many editing options, nice program"
35429,negative,"this program did not suit my needs exactly, but i was willing to work with it - but it just didn't work!  when entering data, the program would freeze up.  i had to go out, shut down and restart.  i don't have time to play with it."
115124,negative,"i have been using printmaster gold for over 14 years.  i had to update/purchase new version because of vista.  the product doesn't work, support will not help.  they refer you online which will not address the problem.  waste of your money/"
112443,multipolarity,"admittedly, i don't have the fastest system in the world...but i exceed the minimum daily requirements and   this software crashes is performing very simple tasks. inexpensive is, as inexpensive does."
120021,negative,i have use this producted before and liked it but this one slowed my computer down pretty bad. i should have listened to the reviews. i don't know why it acts like that the 2008 didn't. i deleted it from computer.
48841,positive,purchased several versions of turbo tax.  great product and tax tool.  very user friendly and great online help and resources.
384,negative,"scam, they take over your computer. when you don't buy the extras, they will destroy your computer!"
30307,negative,this has got to be the worst company to try and do business with. horrible. save yourself hours and hours never purchase instant checks. biggest waste of time and money ever.
36961,negative,doesn't work on any of my computers
99246,negation,does not play 3d blue ray movies.  why pay this much for something that will not play the latest tech?
105058,negative,"i forgot this was here for me to review. unfortunately, i never could get this to install and work on my computer. since those in charge want a review all i can say is it could have been me or it could have been defective. i just don't know."
117981,negation,this product fails to explain on the packaging that it will not convert commercial movie files.
22141,negative,it doesn't keep the coffee hot more than two hours
102903,negative,this would get zero stars if it would have let me do that!  opened it for my 4 yr and it doesn't even work.  what a waste!
43862,negative,this is an old program.  it doesn't work with latest mac os.  i'm not sure what version of os it will work on.
81245,negative,i was very disappointed with this dvd. i ordered it to help me learn the new windows 8 operating system. i was very disappoiunted and can not recommend this product. don't buy.
48513,positive,"works better than the previous version that i had, and is easy to learn and use; it still is far from perfect, however, but cost effective"
129506,positive,my son uses kid pix at school so we got this for him to use at home.  it's great!  we all have fun making different things!
37924,negative,bad patterns on cards.  difficult to use.  regret that i bought it.
12159,negative,bugged game that crashes every time you jump outside the track.. too bad to since my kids love it so!
85509,positive,always get norton.  this year there was a clitch getting it installed but norton web site helped me at no charge so i'm good to go.
2545,negation,"this is lost time i am going to use this product. i product not loaded properly., since it is software hard to return.  i am still trying to load this crap."
119635,negative,"i got the complete software and books, but the software cannot be activated since it was already registered once.  don't waste your money."
96777,positive,"i gave this software to a cousin whose mother passed away a couple years ago.  he is 65 years old married with no kids, he has now produced a will.  this was a perfect christmas/birthday gift.  this software only worked in 32 bit systems."
26812,negative,my fault....... it doesn't match what i needed.... i should have done more research.
70390,negative,"there is way too much lag! it takes forever to load, and it moves so slow. it is nothing like the description said it was a waste of both time and money."
71154,negative,i bought this for use and i think the disc was scratched. this is really bad can't use this disc to protect my laptop.s
5191,negative,"horrible program.  crashes all the time and is not user friendly.  they keep wanting me to upgrade, but why would i go with failure twice?"
35576,negative,"this was a total waste of money because h&r block does not support it any longer.  therefor, i could not use it."
10445,positive,best bkup program i've seen & easy to use.  i have had it on all my several computers though the years.  gives me nice piece of mind in case i need it.
55850,negation,quicken willmaker plus does not work with mac!!! unbelivebale in this day and age when more and more people are using an apple computer!
84673,positive,would possibly purchase again if necessary.  not perfect but does well will burning cds and fixing red eye in pictures.
60280,positive,"i have to thank goodness for this product.  we were able to recover all our memorable, precious family photos and important documentation."
37897,negative,bought this for my 11 year old and 12 yr old they hated it! they said it was stupid and the graphics were terrible....nobody plays it...ordered a math book for them both which they liked better.
87151,positive,great game for learning and re-enforcing multiplication tables.  definitely worth the money.  my son absolutely loves it!  good buy for kids.
32868,positive,very good. very inclusive.
123148,negative,"this is an old game, does not work well on xp and will not load at all on my new powerbook mac as it has an intel chip. i wasted my money and my daughter is upset...beware."
49032,positive,enjoy the products works as intended.  seems like a good upgrade with support for tablets and phones..  would recommend to friends.
89687,positive,i found this game to be really great. it plays well and is very realistic. i am extremely happy with this one!!!
88399,multipolarity,too late now but i had to have best buy geek squad download a different program that works fine. hope you don't get bitten like i did
32999,positive,great product.  loaded with no problems.  i do recommend.
11360,positive,good product.  wish i could get another copy.
119488,positive,ordered this cd on line with no hassle.  very easy.  cd came within a few days and have been using it for the past month with no problems.  seller was very quick to get it out to me and it got here in good shape.
99631,negative,"it says mac and pc compatible, it did not work on my mac. i needed this to study for a sommelier course but it was a waste of money."
121036,positive,give it some time and this might be a great product. for now avoid it like the plague.
126933,negative,"i agree with everything that has been said so far. this is a deeply flawed program with no technical support. unfortunately, i already own it and can't return it. money wasted."
131273,negative,"i bought it diskwarrior 3.0 after reading several reviews, what they don't tell you is that 3.0 does not work with 10.3, and that after you get it, you will have to to call the company and pay an additional $20 for a working product (3.01)."
38551,positive,very good and amazing .doesn't allow anything to screw up computer and without slowing you down.
63318,multipolarity,"because i though it was as it says 2 million but its not i have to pay a monthly fee to get more than is on the disc its self, so not at all as the title says 2 million."
113509,positive,i love this. it is easy to use. there are lots of features. you can scan an almost black photo and utilize the tools to bring out details. it even worked on a copy of a newsprint photo. the program is great.
96931,positive,the product is very good. it has kept my computer free from viruses. if there were any the antivirus found it and solved the issue.
35802,negative,"warning!!!!  total waste of money..... if it's &#34;used&#34;, it's 100% non-usable.  just throw your money in the trash can, it'll be quicker and less aggravating."
92959,negative,first of all this game did not work because the disc was scratched and second of all since it was too much trouble to send it back and get a replacement i ended up buying this game and a backup disc from another site so it was a waste of money
61889,negative,doesn't work on either of my computers - tried to reset my computer to accept programs operating on various earlier versions of windows but this software still wouldn't work -
130448,negation,i purchased act 2005 approximately 3 months ago and have had nothing but problems. i have a pentium iv processor with 512mb of ram and the program is horribly slow.
12293,positive,excellent upgrade from lightroom 3.
96445,multipolarity,"it works, and it's cheaper than the boxed version.  i have pro on my other pc's but for home use i haven't noticed missing features that i regularly use.  in retrospect, i think i should have gotten the 64 bit version."
66617,positive,"it's hard to imagine driving before gps!  this worked great for our 10 days driving around costa rica, though we did run into a couple of road closures on small back roads."
94531,positive,"this is an awesome program!!  it makes recipes easy to find, gets rid of clutter, let's you edit the work and add and add and add to your hearts content.  provides an easy way to share recipes...just print and share."
102829,negation,this program is not supported by turbo tax...no update allowed.  because of this it is not useable without going on irs website &  transferring info from turbo tax 05.
2896,negative,it's a piece of crap! can't boot from it like it promises and windows 7 doesn't recognize the damn thing!!! steer clesr
128268,negative,"i just purchased it today, and i was utterly suprised at it's short coming. i love quicken, but quicken for mac is horrible.  <br /> <br />keep your money."
108267,multipolarity,"this disc has lots of card games, but if you don't already know how to play them, the rules are sketchy at best.  otherwise, nice graphics and fun to play."
11814,negation,it would not update. tried many times & gave up. returned.
113723,neutral,and i don't think that 9 reloaded has addressed its fundamental infrastructure design flaws. i just allows you to hose up windows 2007 too. look for an older version.
41080,neutral,"they'll want you to upgrade to the next parallels the minute this one arrives... for more money of course! and then 3 months later, another upgrade for more money! use the free virtual machine if you can find it, just as good and not as annoying."
25734,positive,"worked just fine, great program...small footprint...does what it says."
105466,multipolarity,"not as easy to use as a program i previously had, but it is functional. has a lot of useless (to me) information."
6808,positive,excellent audio editing program for small cost.  i use it to master audio tracks and in conjunction with cakewalk sonar software.  no need to spend more!
60370,negation,"not what i ordered<br />i  ordered version 11, but was sent version 11.5, and i have never been able to install it."
78975,multipolarity,"i found out the clipart disk items were in a windows format and i have a mac.  but i think that was my fault in choosing, i'm not sure.  i can use the photos though and i found some nice ones.  so i'm happy."
62866,negative,it is junk screwed up my computer don't work wiped out my computer now i need a new operating system
78524,positive,easy to install. has been reliable. good bang for the buck.<br />covers all areas of internet security concerns. easy to use
44357,neutral,by the time i added memory and bought w's-7 for another $150-200 i could have bought another laptop. if you have and old laptop think twice before investing that much doe in it.
48785,negative,"i was grossly overcharged, amazon, 39.00, extra state 47 dollars, 49 dollars for i don't know what, 44 more dollars for again i don't know what and finally 30 dollars for a routing fee. you got me this time but never again"
72323,multipolarity,"good product, but, requires proper and clear enunciation is necessary to use. and, i do not like getting the constant upgrade offers."
33480,positive,"wordperfect - still best, most intuitive word processor out there!"
4507,negative,scratched up bad! didn't work!!!
72219,negative,do not waste your time and money<br />just buy and older version<br />spent hours on the phone with tech support
103799,negation,forced to upgrade from 2008 to a product that does not work.  the online baking connections continue to break.
24863,multipolarity,fits perfect but very exspensive for a pice of plastic!!!
45421,positive,i just love this computer disc it is really great it help my computer to be up to date thank you so must
124146,negative,i ordered this product twice and wasted money on it. the game will not load only the egames browser. this was a waste of money and time. i am out of $15 because of this.
105075,negation,"bought the dazzle, did not get a manual with it.  contacted the seller several times, and haven't heard back, at all.  very disappointed!"
83396,negative,the program was hard to use and that makes it basically useless. it's too bad because i paid $100 i could have better uses for it!!!
99848,negative,"this product requires a current and valid student or faculty id number to activate for use. this was unclear on purchase, and the product could not be returned or exchanged. a complete waste of money."
94662,negation,this product would not download and was returned for credit as of 9/16/12 no credit or aknowledegement has been received.  e-mail reply was stated as okay.
877,negative,just in case you don't know this can be legally downloaded for free from the internet.<br />just google &#34;ubuntu&#34; and download from the official website. ubuntu.com
71577,negative,the program relies on &#34;games&#34; to teach language. i don't find it to be very effective and not really using it like i thought i would.
129862,negative,doesn't tell you how to get anywhere when used with a gps...simply shows you where you are.  nothing more than a glorified paper map.  a complete embarassment!
58497,negative,"ordered this product, and had to return because the disk was defective.  ordered a second time, and defective again!  do not order this product - wasted a lot of time trying to get it to work.  will purchase from a brick-and-morter retailer."
41711,negative,this is not a product for anyone that does not hold a mortgage on a rental property is a waste of time and money.
89792,negative,software was supposed to open word docs on demand but failed to do it consistently. had to download extra software but still doesn't work.
34266,positive,"my system come preloaded with windows 7, but did not recieve the disc so i had to purchase it.  works great"
52896,negation,the game did would not load on my computer. the disk was defective. i could not play the game. i was very frustrated.
55773,negation,this came with no instruction as to how to load into the computer.  we had to get my grandson who is a computer head to show us how to load this.
7798,positive,it works great and i is easy to use
68315,negative,bought the product but turbotax has no activation code before 2006. so it was a waste of money. waiting for taxcut. hopefully i have better luck
9790,positive,kiddo #1 rates this as good.
82621,positive,"i like this product working good<br />i recomendate this item, this is a good antivirus for my computer, so better the anothers"
120340,positive,"when are we going to start the open source office revolution? i'm tired of shelling out $300 per pc so people can have email and such. anyhow, the software is good and does what it is supposed to do."
49983,negative,"i had bought for business purpose very difficult to use when you had the error don't direct to the error, totally waste of money then i had to go act online to file my tax"
35785,multipolarity,loved the original print artist it was so easy to work. this one is okay but not as able to do difficult things or do your own things with it
32137,negative,"too much crap on the computer - didn't like it then, won't use it now."
123246,positive,cleared up my viruses and continues to work well...reminds you to update.  great that you can use on multicomputers.
133349,negation,"no software i have ever used for any purpose has caused so many crashes on my computer with windows me.  twice, the only way i could fix the mess was to reinstall windows.  stay as far away as you can from this one!"
89870,negation,too much work for me t review the lessons. i am not sure how to get into the program. i am not that computer savvy.
134379,positive,"5 great courses!  the scenery is great, best played at 800x600 graphics resolution using 16.7 million or 65000 colors."
50207,negative,"i would like to write a review about this product, but it doesn't work. perhaps that is because i have a macbook. i'm not sure. all i know is that i bought it and cannot use it. hope you have better luck. suppose i'll use the disc for a coaster."
121895,positive,product as expected.  would have preferred a handbook for easier access on tutorial imput.  your amazon service was good.......thanks.
103888,negation,the directions are not clearly written.  i have to go on line and get procedures from other users.  that isn't right.
121693,positive,"a very complete and capable recipe and dietary program!!    it is not, however, perfect. but, if you take the time to get involved with its features, it is very good!"
38711,multipolarity,the product is good but i had to return because by mistake i ordered a 64bit while my system is a 32bit!
129337,negative,don't waste your money buying this product.  you are better off using the free maps online.
89866,positive,"this item is very good, it records in youtubes acceptable 480p which is fine for most users. it gets the job done, but you will need a av cable with hd hookups for it to properly function"
77517,multipolarity,"it is easy to use and great for beginners. but, it doesn't include the cables.  once you've bought the device, you also need to make sure that you have hdmi cables and/or component cables."
2562,positive,"oh my gosh, i finally upgraded from my 2009 quicken.  it is so wonderful, i was a fool not doing it sooner.  everything is so fast and easier.  good job whoever planned this. it is great."
97502,negation,"only 3 stars because i have not installed product yet.  the instructions are very sparse for someone, like myself, who has never used a financial program."
71496,negative,"really doesn't grip as it should. i used to have a similar product that worked quite well, but i had given that away.:("
134002,positive,"this software is great! you no longer have to get bills in the mail! receive, review, pay and organize all your bills online! i highly recommend this software."
71379,positive,i put this on a new windows 8 laptop. it was a quick and easy installation. seems to work well and give good protection.
57772,positive,"have used turbo tax for many years, find it is the easiest program for us to maximize our refunds. great product."
13592,negative,"boring - boring- boring!! no fun bonus rounds,just a few free spins,rarely gotten.my suggestion,don't bother with it."
31310,negative,"this thing has a really klunky user-interface.  there must be some progression of lessons, but i couldn't figure it out.  it's not self-explanatory, and it doesn't come with instructions.  i gave up."
12608,negation,"no, i did not work on my windows 7 computer."
62189,positive,really good operating system with very small learning curve for prior windows users.  if you are using a desktop or laptop without a touch screen this is far superior to windows 8!
131162,neutral,"movie magic screenwriter is the first screenwriting software i have used.  i think that it is a good product, and user friendly.  i crank it up everyday, more than ms word.  only problem is the voices don't work."
37253,sarcastic,"mcafee was great at one time, now go with defender, it's free."
115074,multipolarity,the graphics were bad and the plot stupid but the game was cheap. i got what i paid for.    but if you are into this stuff go ahead.
59907,negative,i guess i should have read the small print.  item was a waste of my money.  xxxx xxx xxxxx xxx xxxx.
3937,positive,works as expected and a good price.
42223,negative,"the fact that dell includes a version of this software on their laptops is proof that dell really hates its customers.<br /><br />couldn't play dvds, updated, still couldn't play dvds, uninstalled."
130873,multipolarity,"sql server does work for windows xp (home), contrary to another review.  i never was able to get the default windows authentication mode to work.  i needed to use mixed mode instead.  this is an irritating requirement, but works fine otherwise."
98024,multipolarity,"i have hoyle 2008 and yes it cheats. i hoped that 2012 would be different but judging by the reviews nothings changed.that's a shame,games need to be fair to be fun."
61576,positive,great affordable sp-1 a must have back up disk.it will work as full install in any computer.<br />the key products are genuine.
90236,positive,easy to use . shipped early .i im very pleased what a great christmas gift<br />my wife started using it right away
74507,positive,i really needed this for a client and i was glad to find this version at such a great price. i would buy again for sure!
58595,negative,the questions are very poorly written grammatically and content wise.  i wouldn't even give this away it is so bad.
101674,positive,i have  used a number of versions of home lawyer and have always found it useful.  it is great for most families to use.
29343,negation,"i used a macbook for awhile and bought this with it when i purchased the macbook. i loaded it up, but it never really seemed to work all that well. it's nothing like microsoft office suite, which i prefer."
21353,positive,good experience.  no problems.
104875,negative,it's had to say if it works because the provided manual doesn't match the software and i'm stuck on what to do and how to use it. so only one star for lack of effort.
5848,negation,"the included projects are all half fold, which do not fit invitation envelopes.  you can design your own quarter fold projects from scratch."
113601,positive,not sure what to say exactly. i'm big on macs and have been using them for years. snow leopard is great! we have four macs at home so that's why i decided to purchase the family pack. it loaded fine without issues.
88970,negative,"this is the worst software ever, and i mean it. i thought nothing could top how bad vista was, now this. i wish i had my windows 7 back!"
59250,positive,"worked great out of box for data backed up on quicken versions 1995,1998,2004 on a hp computer running windows 7. i intentionally avoided the hassles of windows 8"
80663,positive,my nephew is an it and sets up networks for major big box stores. say they wouldnt be without eset. i use it on mac. nice.
8406,positive,very good and easy program
46155,positive,this os just runs great.  really fast and easy to use.  i really like the change and its about time.  my computer is fun again.
128139,negative,i bought this for the fact it said i could made dvd type photos. i have searched every inch of this program and cannot find out how to do that.  i feel i have now wasted my money on this.
