id,review_body,sentiment,vader_score,textblobscore,weighted_sentiment_label,weighted_score,prediction,hybrid_label,hybrid_score
102019,"i'm a mac user, so i got this for the windows i run using parallels. i have to say that this is a fairly obtrusive product that makes its presence known several times throughout the internet browsing experience.",neutral,0.0,0.35,positive,0.14,1,negative,-0.263
20375,it was difficult converting my old files (200x). i had to do two step convert and was lost most of the time. once i got it done it made a few edits that i had to correct. seems to work ok now.,neutral,-0.382,0.08,negative,-0.197,1,negative,-0.432
124532,"this is not the product i was looking for. this bible library is very simple to use and would be good for someone needing basic information on their computer. if you want a tool for advance study, pass by this one.",neutral,0.494,0.233,positive,0.39,1,negative,-0.139
65302,this was ok. hints and clues not helpful. a lot of looking around and a bit confusing. not the best i have had,neutral,-0.765,0.4,negative,-0.299,1,negative,-0.483
119475,"good basic copy of quickbooks. however, be aware that it is for beginners with the program. it wont read your old quickbooks files (can't be used as an upgrade from quickbooks basic).",neutral,0.44,0.21,positive,0.348,1,negative,-0.159
66977,it is very complex and did not come with any kind of instructions on how to use it.  i have ordered a book now to try to learn how to effectively use lightroom.,neutral,0.44,0.27,positive,0.372,1,negative,-0.147
129820,its ok but runs slow. to work on one basic task at a time you need to have at least 1 gig of ram on your computer.,neutral,0.153,-0.025,positive,0.082,4,multipolarity,0.0
67393,ok for creating albums or slide shows.  fixing defects on photos is minimal or of little effect.  songs could be more plentiful.,neutral,0.178,0.178,positive,0.178,1,negative,-0.244
127573,i have found this accounting software to be very inflexible and unforgiving when it comes to mistakes. although my cpa likes it i would have been better off with quick books....,neutral,0.494,0.104,positive,0.338,3,negation,0.0
132020,after installing turbotax the download of the update took about 1 hour and 45 min. on a 56k<br>modem.  makes one wonder if there was anything on the original disk.,neutral,0.318,0.375,positive,0.341,1,negative,-0.163
24301,this has installation in german. ok if you know the install procedure.,neutral,0.296,0.25,positive,0.278,1,negative,-0.195
79720,"i like the item however it was very hard to use, and slowed down my computer way too much. still a fairly good buy for the price.",neutral,0.573,0.091,positive,0.38,1,negative,-0.143
96438,picked up this game looking for a simple money grinder.  found the controls to be difficult and not a great deal of information in the manual or tutorial.  wouldn't recommend.,neutral,-0.785,-0.325,negative,-0.601,1,negative,-0.634
60286,it is ok for what it is intended to do. if you are  a linux  buff you will understand what i mean.,neutral,0.296,0.094,positive,0.215,1,negative,-0.226
74697,"overall this is  a good training video, however for a $50.00 price tag it could have been more useful if it came with a supporting book. also advertising for higher model of pinnacle program was somewhat discouraging.<br />best regards. razi",neutral,0.917,0.333,positive,0.683,2,positive,0.175
70975,the program is an okay program albeit i preferred the long discontinued msn money program. haven't found anything else that is &#34;somewhat similar&#34;.,neutral,0.226,0.225,positive,0.226,1,negative,-0.221
32413,only installs in my macbook pro. i attempted to install in my macbook air and it would not boot up from my super drive. :(,neutral,0.25,-0.139,positive,0.094,3,negation,0.0
62558,"the instructor spoke with a very monotone voice.  also, he spoke very slow.  almost to the point i wanted to take a nap.",neutral,0.0,-0.095,neutral,-0.038,1,negative,-0.352
43991,"seems to flow ok, not good. i still wonder if i miss any deductions may be something new next tax season",neutral,-0.46,0.072,negative,-0.247,1,negative,-0.457
32738,just ok there is better out there!,neutral,0.659,0.562,positive,0.62,1,neutral,-0.023
86317,"vmware fusion 4 was suppose to help run window side by side with a mac operating syste . it actually crashed my 2.5ghz 17inches macbook pro. after few days of use, i had to return it and go back to the boot camp partitioning.",neutral,0.402,-0.067,positive,0.214,3,negation,0.0
48710,very confusing to use took us awhile and ended up buying something else that was way less complicated to use,neutral,-0.294,-0.352,negative,-0.317,1,negative,-0.492
57963,"had to install and reinstall 4 times before it worked, having to reinstall all of my other programs each time. works ok now. still not a real improvement over windows 7.",neutral,-0.072,0.092,neutral,-0.006,1,negative,-0.337
35405,"fair price, next time i am switching virus protection, avg is starting to get to intrusive and do way more than it used to, slowing computer",neutral,0.318,0.3,positive,0.311,1,negative,-0.178
85029,"does not work well with vista and celeron processor. super slow coming up and locks up 1 in 3 times.<br />works ok when finally up, though.",neutral,0.647,0.133,positive,0.441,1,negative,-0.113
68490,large leaning curve required.  not sure it is a really stable program after having encountered numerous program crashes.  looks like it needs a lot more improvement to make it more stable.,neutral,0.832,0.194,positive,0.577,1,neutral,-0.045
77998,"the interface is ok, installation was easy and it worked ok. however, i decided to go with norton's instead because this made my computer run slower.",neutral,0.44,0.478,positive,0.455,1,negative,-0.106
127622,"if you can get it for free then ok but do not pay for it.  updates are terrible, are there map updates at all?  it's handy for locating atms, that's about it.",neutral,-0.24,0.125,negative,-0.094,4,multipolarity,0.0
55419,"it's ok, nothing to brad about.  designing a garden is ............well......it can be challenging and this product offers a bit of assistance.",neutral,0.153,0.367,positive,0.239,1,negative,-0.214
39333,squeaky wheel in accounting wanted everyone to have a copy and legacy version was okay.  price was right.  several still uninstalled...have to have turned into yesterday's big idea.,neutral,0.226,0.196,positive,0.214,1,negative,-0.226
52309,"i like this product okay, however when i first got one years ago it seemed easier to use and i was able to do a lot more things as an armature in working the computer.",neutral,0.735,0.438,positive,0.616,1,neutral,-0.025
56302,"kirt kershaw does a great job teaching. i really like videos rather than reading some book. i'm not a beginner and would have liked a second volume that was more advanced lessons, macro's and included web databases. i would buy that today!",neutral,0.906,0.433,positive,0.717,2,positive,0.192
102756,"overall this product is very good for new users wanting to learn how to setup quickbooks for their company. however, i was looking for a product that was more specific.",neutral,0.493,0.309,positive,0.419,1,negative,-0.124
19714,"illinois state program kept dumping me out, had to go around that part of the program.  waited 30 minutes on the phone for customer service and gave up when they would not answer.  federal program seemed to work ok.",neutral,-0.318,0.5,neutral,0.009,1,negative,-0.329
67271,it was easy to upgrade.  love the 2003.  did not solve my location/region problem with microsoft office in outlook contacts or control panel phone modem.  thanks any way.,neutral,0.772,0.378,positive,0.614,2,positive,0.141
9175,works fine.  showed up with outer casing broken/cracked.,neutral,0.202,0.417,positive,0.288,1,negative,-0.189
37325,i think it was ok.....didn't keep our interest very long and we went back to bigfish.com,neutral,-0.357,-0.032,negative,-0.227,1,negative,-0.447
90684,needs a book with it to explain how to use the different tools..difficult to understand without some help.. otherwise a fun program,neutral,0.26,0.15,positive,0.216,1,negative,-0.225
63117,"it installed okay, a hassle to enable the license with microsoft, i hate upgrading microsoft operating systems software wholeheartedly period.",neutral,-0.422,-0.15,negative,-0.313,1,negative,-0.49
134065,"i own e-stamp and was fairly satisfied with its performance.  alas, i've just received news from the company that it is discontinuing the product and will effectively be out of business by march 2001.  :-(",neutral,0.273,0.11,positive,0.208,3,negation,0.0
4897,"been using this software for many years. it's &#34;okay&#34; as long as the user is careful read, heed, the changes in the software, mostly brought on by irs rule changes.",neutral,0.153,0.212,positive,0.177,1,negative,-0.245
93566,"while i got this for free with purchase of lt, i am so far not real impressed. the training material is ok, at best. had i paid for it, i would not be so happy. being free, i should not complain too much.",neutral,0.946,0.383,positive,0.721,1,neutral,0.027
54137,"this was purchased for someone who was looking for some old school computer games. although there are a lot of games to be downloaded, many of them we had never heard of before.",neutral,0.0,0.3,positive,0.12,1,negative,-0.273
67342,it is really difficult to use.  i had to order a book to help me understand the software. it's okay.,neutral,0.204,0.0,positive,0.122,1,negative,-0.272
24969,i couldn't download this on my computer and it would not allow me to look for another version - apparently doesn't work on windows8 - item came in as described i just cant use it so it was a waste of money for me not a reflection on the seller,neutral,-0.537,-0.075,negative,-0.352,0,negative,-0.676
29002,"bought for a friend , guess was ok as i got no negative feed back",neutral,0.812,0.217,positive,0.574,1,neutral,-0.046
93586,this item is ok. it doesn't work great and it has some glitches. not really worth the price of it,neutral,-0.634,0.383,negative,-0.227,1,negative,-0.447
12585,ho hum packaging. windows 8 itself is okay.,neutral,0.226,0.5,positive,0.336,1,negative,-0.166
73712,"i still like the look and quality of xp, after many many revisions, in my opinion it is still a great os.",neutral,0.765,0.6,positive,0.699,2,positive,0.183
23832,"product ok, i just couldn't use it, as i didn't have enough resolution with my monitor.",neutral,0.0,0.25,positive,0.1,1,negative,-0.283
7267,does it works in chromebook?,neutral,0.0,0.0,neutral,0.0,1,negative,-0.333
34680,fair hidden object game.  good level of difficulty...not too hard.,neutral,0.586,0.108,positive,0.395,2,neutral,0.031
47863,"i was looking for a security program that would protect my computer against intrusive web sites. this does not do this. instead it prevents the computer from saving needed info, as web names.",neutral,0.649,0.0,positive,0.389,3,negation,0.0
91252,"trying out the trial version with my new sony duo 11 slider ultrabook. so far, unable to get pressure working with this program. it works fine with art rage & also sbp6. i'd be interested to hear other's experiences.",neutral,-0.318,0.046,negative,-0.172,1,negative,-0.42
45732,"not so user friendly on an older machine, as they don't have the resources for &#34;code bloat&#34;.<br />just when people are getting used to older versions of windows, they go and change everything.<br />linux is looking better everyday.",neutral,0.017,0.202,positive,0.091,0,negative,-0.454
10199,okey. had trouble down loading it to my desktop.,neutral,-0.402,-0.178,negative,-0.312,1,negative,-0.49
36521,fair product. would not buy another unless great improvements are made.,neutral,0.827,0.75,positive,0.796,2,positive,0.231
31491,it's just okay.....however i do play it most everyday!,neutral,0.4,0.125,positive,0.29,1,negative,-0.188
109835,forced to buy this new version because my bank wouldn't support the older version. ok so far.,neutral,-0.469,0.121,negative,-0.233,1,negative,-0.45
119495,all in all it's just okay.  sometimes the view of the table is completely obscured by the lamp in the game.  also some of the functions on a few of the games from 2008 have been removed (such as being able to review previous hands in a bridge game).,neutral,0.226,-0.008,positive,0.132,1,negative,-0.267
108561,we received the new product and it is satisfactory.  we have used it to make cards now for about a year and find it fairly easy to use.,neutral,0.66,0.285,positive,0.51,2,positive,0.088
46586,delivery was fast and arrived ahead of time. sw loaded ok the 2nd time. first time failed. 2010 has trouble opening 2003 dwgs. also sw very very slow to fire up on my dell 7520 win 8 with 8 gigs and my dell 8400 w with windows 7.,neutral,-0.395,0.082,negative,-0.204,1,negative,-0.435
10671,its okay. had platinum before which was better,neutral,0.586,0.5,positive,0.552,1,negative,-0.058
